Row,Actual Class,Risk Tier,Risk Score,Entry Allowed,Collateral
819,0,low,2.59,True,1000.0
820,0,low,16.77,True,1000.0
821,0,low,7.8,True,1000.0
822,0,low,4.82,True,1000.0
823,0,low,8.68,True,1000.0
824,1,critical,95.19,False,0.0
825,0,low,3.2,True,1000.0
826,0,low,6.43,True,1000.0
827,0,low,6.09,True,1000.0
828,0,low,7.07,True,1000.0
829,1,critical,97.17,False,0.0
830,0,low,15.1,True,1000.0
831,0,low,2.85,True,1000.0
832,0,low,13.8,True,1000.0
833,0,low,9.08,True,1000.0
834,0,low,8.71,True,1000.0
835,0,low,1.9,True,1000.0
836,0,low,18.62,True,1000.0
837,0,low,8.29,True,1000.0
838,1,critical,99.27,False,0.0
839,1,critical,93.72,False,0.0
840,0,low,7.25,True,1000.0
841,0,low,8.31,True,1000.0
842,0,low,15.8,True,1000.0
843,0,low,5.68,True,1000.0
844,0,low,4.09,True,1000.0
845,0,low,1.53,True,1000.0
846,0,low,5.28,True,1000.0
847,0,low,12.74,True,1000.0
848,1,critical,95.67,False,0.0
849,0,low,10.52,True,1000.0
850,1,critical,94.35,False,0.0
851,0,low,8.47,True,1000.0
852,1,critical,95.42,False,0.0
853,0,low,18.19,True,1000.0
854,0,low,8.8,True,1000.0
855,0,low,7.28,True,1000.0
856,0,low,5.33,True,1000.0
857,0,low,3.84,True,1000.0
858,0,low,5.88,True,1000.0
859,1,critical,92.33,False,0.0
860,0,low,1.24,True,1000.0
861,0,low,1.53,True,1000.0
862,0,low,16.09,True,1000.0
863,0,low,5.11,True,1000.0
864,0,low,5.92,True,1000.0
865,0,low,3.95,True,1000.0
866,0,low,6.48,True,1000.0
867,0,low,2.2,True,1000.0
868,0,low,20.26,True,1000.0
869,1,critical,87.39,False,0.0
870,0,low,20.38,True,1000.0
871,0,low,6.33,True,1000.0
872,0,low,7.61,True,1000.0
873,0,low,9.39,True,1000.0
874,1,critical,91.79,False,0.0
875,0,low,6.28,True,1000.0
876,1,critical,91.69,False,0.0
877,0,low,7.93,True,1000.0
878,0,low,2.0,True,1000.0
879,0,low,4.01,True,1000.0
880,0,low,12.19,True,1000.0
881,0,low,15.14,True,1000.0
882,0,low,8.37,True,1000.0
883,0,low,10.16,True,1000.0
884,0,low,17.52,True,1000.0
885,0,low,6.08,True,1000.0
886,0,low,6.25,True,1000.0
887,0,low,4.02,True,1000.0
888,0,low,3.62,True,1000.0
889,0,low,0.86,True,1000.0
890,0,low,4.13,True,1000.0
891,0,low,13.39,True,1000.0
892,0,low,3.08,True,1000.0
893,0,low,18.99,True,1000.0
894,0,low,7.0,True,1000.0
895,0,low,0.67,True,1000.0
896,0,low,4.45,True,1000.0
897,1,critical,97.0,False,0.0
898,0,low,0.74,True,1000.0
899,0,low,3.93,True,1000.0
900,0,low,1.33,True,1000.0
901,0,low,27.19,True,1000.0
902,0,low,4.64,True,1000.0
903,0,low,13.57,True,1000.0
904,0,low,23.79,True,1000.0
905,0,low,13.24,True,1000.0
906,0,low,5.59,True,1000.0
907,0,low,3.01,True,1000.0
908,0,low,1.56,True,1000.0
909,0,low,10.13,True,1000.0
910,0,low,17.98,True,1000.0
911,0,low,1.42,True,1000.0
912,0,low,15.85,True,1000.0
913,0,low,6.29,True,1000.0
914,0,low,18.42,True,1000.0
915,0,low,22.18,True,1000.0
916,0,low,7.21,True,1000.0
917,0,low,3.67,True,1000.0
918,0,low,3.15,True,1000.0
919,0,low,4.35,True,1000.0
920,0,low,14.63,True,1000.0
921,0,low,4.14,True,1000.0
922,0,low,9.07,True,1000.0
923,0,low,1.01,True,1000.0
924,0,low,20.81,True,1000.0
925,0,low,5.2,True,1000.0
926,0,low,10.74,True,1000.0
927,1,critical,93.06,False,0.0
928,0,low,10.49,True,1000.0
929,1,critical,94.01,False,0.0
930,0,low,8.9,True,1000.0
931,0,low,9.11,True,1000.0
932,0,low,6.0,True,1000.0
933,0,low,17.48,True,1000.0
934,0,low,4.93,True,1000.0
935,0,low,2.98,True,1000.0
936,0,low,16.11,True,1000.0
937,1,critical,94.71,False,0.0
938,0,low,15.86,True,1000.0
939,0,low,7.68,True,1000.0
940,0,low,4.78,True,1000.0
941,0,low,16.39,True,1000.0
942,0,low,13.99,True,1000.0
943,0,low,8.76,True,1000.0
944,0,low,8.09,True,1000.0
945,0,low,5.29,True,1000.0
946,0,low,1.73,True,1000.0
947,0,low,10.93,True,1000.0
948,0,low,1.63,True,1000.0
